Time,X,Y,Z,Vx,Vy,Vz,dVel_X,dVel_Y,dVel_Z,Alt(m)
75.6,-2946523.49,4028078.31,4017098.7,-1375.85,-180.37,527.78,4.85,-5.82848,-6.25294,36894.1
75.7,-2946661,4028060.18,4017151.38,-1375.37,-180.95,527.15,4.84,-5.82879,-6.25056,36978.98
75.8,-2946798.47,4028042,4017204.01,-1374.88,-181.54,526.53,4.84,-5.82909,-6.24822,37063.77
75.9,-2946935.88,4028023.76,4017256.56,-1374.4,-182.12,525.9,4.83,-5.8294,-6.2459,37148.46
76,-2947073.25,4028005.46,4017309.06,-1373.92,-182.7,525.28,4.83,-5.82969,-6.24362,37233.05
76.1,-2947210.57,4027987.1,4017361.5,-1373.43,-183.28,524.65,4.82,-5.82999,-6.24137,37317.55
76.2,-2947347.84,4027968.69,4017413.87,-1372.95,-183.87,524.03,4.82,-5.83028,-6.23914,37401.96
76.3,-2947485.06,4027950.21,4017466.18,-1372.47,-184.45,523.41,4.81,-5.83056,-6.23695,37486.26
76.4,-2947622.24,4027931.68,4017518.42,-1371.99,-185.03,522.78,4.81,-5.83084,-6.23479,37570.48
76.5,-2947759.36,4027913.09,4017570.61,-1371.51,-185.62,522.16,4.8,-5.83111,-6.23265,37654.59
76.6,-2947896.44,4027894.44,4017622.73,-1371.03,-186.2,521.54,4.8,-5.83139,-6.23054,37738.61
76.7,-2948033.47,4027875.73,4017674.79,-1370.55,-186.78,520.91,4.79,-5.83165,-6.22846,37822.54
76.8,-2948170.46,4027856.97,4017726.79,-1370.07,-187.37,520.29,4.79,-5.83191,-6.22641,37906.37
76.9,-2948307.39,4027838.14,4017778.72,-1369.59,-187.95,519.67,4.78,-5.83217,-6.22439,37990.1
77,-2948444.28,4027819.26,4017830.6,-1369.11,-188.53,519.05,4.78,-5.83243,-6.22239,38073.74
77.1,-2948581.12,4027800.32,4017882.41,-1368.64,-189.12,518.42,4.78,-5.83268,-6.22042,38157.29
77.2,-2948717.91,4027781.32,4017934.16,-1368.16,-189.7,517.8,4.77,-5.83292,-6.21847,38240.74
77.3,-2948854.66,4027762.26,4017985.84,-1367.68,-190.28,517.18,4.77,-5.83316,-6.21655,38324.09
77.4,-2948991.35,4027743.15,4018037.47,-1367.21,-190.87,516.56,4.76,-5.8334,-6.21466,38407.35
77.5,-2949128,4027723.97,4018089.03,-1366.73,-191.45,515.94,4.76,-5.83363,-6.21279,38490.51
77.6,-2949264.6,4027704.74,4018140.53,-1366.26,-192.03,515.32,4.75,-5.83386,-6.21094,38573.58
77.7,-2949401.16,4027685.45,4018191.97,-1365.78,-192.62,514.69,4.75,-5.83409,-6.20912,38656.55
77.8,-2949537.66,4027666.1,4018243.35,-1365.31,-193.2,514.07,4.75,-5.83431,-6.20733,38739.43
77.9,-2949674.12,4027646.69,4018294.66,-1364.83,-193.78,513.45,4.74,-5.83453,-6.20555,38822.21
78,-2949810.54,4027627.23,4018345.91,-1364.36,-194.37,512.83,4.74,-5.83474,-6.2038,38904.9
78.1,-2949946.9,4027607.7,4018397.1,-1363.88,-194.95,512.21,4.73,-5.83495,-6.20207,38987.49
78.2,-2950083.22,4027588.12,4018448.23,-1363.41,-195.53,511.59,4.73,-5.83516,-6.20037,39069.99
78.3,-2950219.49,4027568.48,4018499.3,-1362.94,-196.12,510.97,4.73,-5.83536,-6.19868,39152.39
78.4,-2950355.71,4027548.78,4018550.3,-1362.47,-196.7,510.35,4.72,-5.83556,-6.19702,39234.7
78.5,-2950491.89,4027529.02,4018601.25,-1361.99,-197.28,509.73,4.72,-5.83576,-6.19538,39316.91
78.6,-2950628.02,4027509.21,4018652.13,-1361.52,-197.87,509.11,4.71,-5.83595,-6.19376,39399.03
78.7,-2950764.1,4027489.33,4018702.94,-1361.05,-198.45,508.5,4.71,-5.83614,-6.19216,39481.05
78.8,-2950900.13,4027469.4,4018753.7,-1360.58,-199.03,507.88,4.71,-5.83632,-6.19058,39562.98
78.9,-2951036.12,4027449.41,4018804.4,-1360.11,-199.62,507.26,4.7,-5.83651,-6.18902,39644.81
79,-2951172.06,4027429.36,4018855.03,-1359.64,-200.2,506.64,4.7,-5.83668,-6.18748,39726.55
79.1,-2951307.95,4027409.25,4018905.6,-1359.17,-200.79,506.02,4.7,-5.83686,-6.18596,39808.2
79.2,-2951443.8,4027389.08,4018956.11,-1358.7,-201.37,505.4,4.69,-5.83703,-6.18446,39889.75
79.3,-2951579.6,4027368.86,4019006.56,-1358.23,-201.95,504.78,4.69,-5.8372,-6.18298,39971.2
79.4,-2951715.35,4027348.58,4019056.94,-1357.76,-202.54,504.17,4.69,-5.83736,-6.18152,40052.56
79.5,-2951851.06,4027328.24,4019107.27,-1357.3,-203.12,503.55,4.68,-5.83751,-6.1801,40133.82
79.6,-2951986.72,4027307.84,4019157.53,-1356.83,-203.7,502.93,4.68,-5.83766,-6.17872,40214.99
79.7,-2952122.33,4027287.38,4019207.73,-1356.36,-204.29,502.31,4.68,-5.83779,-6.17735,40296.07
79.8,-2952257.9,4027266.86,4019257.87,-1355.89,-204.87,501.69,4.67,-5.83793,-6.176,40377.05
79.9,-2952393.42,4027246.29,4019307.94,-1355.43,-205.46,501.08,4.67,-5.83806,-6.17466,40457.94
80,-2952528.89,4027225.65,4019357.96,-1354.96,-206.04,500.46,4.67,-5.83819,-6.17334,40538.73
80.1,-2952664.32,4027204.96,4019407.91,-1354.49,-206.62,499.84,4.67,-5.83832,-6.17204,40619.42
80.2,-2952799.7,4027184.21,4019457.8,-1354.03,-207.21,499.22,4.66,-5.83845,-6.17075,40700.03
80.3,-2952935.03,4027163.4,4019507.63,-1353.56,-207.79,498.61,4.66,-5.83857,-6.16948,40780.53
80.4,-2953070.31,4027142.54,4019557.4,-1353.09,-208.38,497.99,4.66,-5.83869,-6.16822,40860.95
80.5,-2953205.55,4027121.61,4019607.11,-1352.63,-208.96,497.37,4.65,-5.83881,-6.16698,40941.27
80.6,-2953340.75,4027100.63,4019656.75,-1352.16,-209.54,496.76,4.65,-5.83892,-6.16575,41021.49
80.7,-2953475.89,4027079.59,4019706.34,-1351.7,-210.13,496.14,4.65,-5.83903,-6.16453,41101.62
80.8,-2953610.99,4027058.49,4019755.86,-1351.24,-210.71,495.52,4.65,-5.83914,-6.16333,41181.66
80.9,-2953746.05,4027037.33,4019805.32,-1350.77,-211.29,494.91,4.64,-5.83925,-6.16215,41261.6
81,-2953881.06,4027016.11,4019854.72,-1350.31,-211.88,494.29,4.64,-5.83936,-6.16097,41341.44
81.1,-2954016.02,4026994.83,4019904.05,-1349.84,-212.46,493.68,4.64,-5.83946,-6.15981,41421.2
81.2,-2954150.93,4026973.5,4019953.33,-1349.38,-213.05,493.06,4.63,-5.83956,-6.15867,41500.85
81.3,-2954285.8,4026952.11,4020002.54,-1348.92,-213.63,492.45,4.63,-5.83966,-6.15754,41580.42
81.4,-2954420.62,4026930.66,4020051.69,-1348.45,-214.21,491.83,4.63,-5.83975,-6.15642,41659.89
81.5,-2954555.4,4026909.15,4020100.79,-1347.99,-214.8,491.21,4.63,-5.83984,-6.15531,41739.26
81.6,-2954690.13,4026887.58,4020149.81,-1347.53,-215.38,490.6,4.63,-5.83993,-6.15422,41818.54
81.7,-2954824.81,4026865.96,4020198.78,-1347.07,-215.97,489.98,4.62,-5.84002,-6.15314,41897.73
81.8,-2954959.45,4026844.27,4020247.69,-1346.6,-216.55,489.37,4.62,-5.84011,-6.15207,41976.82
81.9,-2955094.04,4026822.53,4020296.53,-1346.14,-217.13,488.75,4.62,-5.84019,-6.15101,42055.82
82,-2955228.58,4026800.73,4020345.32,-1345.68,-217.72,488.14,4.62,-5.84027,-6.14997,42134.72
82.1,-2955363.08,4026778.87,4020394.04,-1345.22,-218.3,487.52,4.61,-5.84035,-6.14894,42213.53
82.2,-2955497.54,4026756.95,4020442.7,-1344.76,-218.89,486.91,4.61,-5.84043,-6.14792,42292.25
82.3,-2955631.94,4026734.97,4020491.3,-1344.3,-219.47,486.29,4.61,-5.8405,-6.14691,42370.87
82.4,-2955766.3,4026712.94,4020539.83,-1343.84,-220.05,485.68,4.61,-5.84057,-6.14591,42449.4
82.5,-2955900.62,4026690.85,4020588.31,-1343.38,-220.64,485.06,4.6,-5.84065,-6.14492,42527.83
82.6,-2956034.89,4026668.69,4020636.72,-1342.92,-221.22,484.45,4.6,-5.84071,-6.14395,42606.17
82.7,-2956169.11,4026646.48,4020685.08,-1342.46,-221.81,483.84,4.6,-5.84078,-6.14299,42684.41
82.8,-2956303.29,4026624.22,4020733.37,-1342,-222.39,483.22,4.6,-5.84084,-6.14203,42762.56
82.9,-2956437.42,4026601.89,4020781.6,-1341.54,-222.98,482.61,4.6,-5.8409,-6.14109,42840.62
83,-2956571.5,4026579.5,4020829.77,-1341.08,-223.56,481.99,4.59,-5.84096,-6.14016,42918.58
83.1,-2956705.54,4026557.06,4020877.87,-1340.62,-224.14,481.38,4.59,-5.84102,-6.13924,42996.45
83.2,-2956839.53,4026534.56,4020925.92,-1340.16,-224.73,480.77,4.59,-5.84108,-6.13833,43074.23
83.3,-2956973.48,4026512,4020973.9,-1339.7,-225.31,480.15,4.59,-5.84113,-6.13742,43151.91
83.4,-2957107.38,4026489.38,4021021.83,-1339.24,-225.9,479.54,4.59,-5.84118,-6.13653,43229.49
83.5,-2957241.24,4026466.7,4021069.69,-1338.78,-226.48,478.92,4.58,-5.84123,-6.13565,43306.99
83.6,-2957375.05,4026443.97,4021117.49,-1338.33,-227.06,478.31,4.58,-5.84128,-6.13478,43384.38
83.7,-2957508.81,4026421.17,4021165.23,-1337.87,-227.65,477.7,4.58,-5.84133,-6.13392,43461.69
83.8,-2957642.53,4026398.32,4021212.91,-1337.41,-228.23,477.08,4.58,-5.84137,-6.13307,43538.9
83.9,-2957776.2,4026375.41,4021260.52,-1336.95,-228.82,476.47,4.58,-5.84141,-6.13222,43616.02
84,-2957909.83,4026352.44,4021308.08,-1336.49,-229.4,475.86,4.57,-5.84145,-6.13139,43693.04
84.1,-2958043.41,4026329.41,4021355.57,-1336.04,-229.98,475.25,4.57,-5.84149,-6.13057,43769.97
84.2,-2958176.94,4026306.33,4021403,-1335.58,-230.57,474.63,4.57,-5.84153,-6.12975,43846.8
84.3,-2958310.43,4026283.18,4021450.38,-1335.12,-231.15,474.02,4.57,-5.84156,-6.12894,43923.54
84.4,-2958443.88,4026259.98,4021497.69,-1334.67,-231.74,473.41,4.57,-5.84159,-6.12815,44000.19
84.5,-2958577.27,4026236.72,4021544.93,-1334.21,-232.32,472.79,4.57,-5.84162,-6.12736,44076.74
84.6,-2958710.63,4026213.4,4021592.12,-1333.75,-232.91,472.18,4.56,-5.84165,-6.12658,44153.2
84.7,-2958843.93,4026190.02,4021639.25,-1333.3,-233.49,471.57,4.56,-5.84168,-6.1258,44229.57
84.8,-2958977.19,4026166.58,4021686.31,-1332.84,-234.07,470.96,4.56,-5.8417,-6.12504,44305.84
84.9,-2959110.41,4026143.09,4021733.32,-1332.38,-234.66,470.34,4.56,-5.84173,-6.12428,44382.02
85,-2959243.58,4026119.54,4021780.26,-1331.93,-235.24,469.73,4.56,-5.84175,-6.12353,44458.1
85.1,-2959376.71,4026095.92,4021827.14,-1331.47,-235.83,469.12,4.56,-5.84177,-6.12279,44534.09
85.2,-2959509.78,4026072.25,4021873.96,-1331.02,-236.41,468.51,4.55,-5.84179,-6.12206,44609.99
85.3,-2959642.82,4026048.52,4021920.72,-1330.56,-236.99,467.89,4.55,-5.84181,-6.12134,44685.79
85.4,-2959775.81,4026024.74,4021967.42,-1330.11,-237.58,467.28,4.55,-5.84182,-6.12062,44761.5
85.5,-2959908.75,4026000.89,4022014.05,-1329.65,-238.16,466.67,4.55,-5.84184,-6.11991,44837.12
85.6,-2960041.65,4025976.99,4022060.63,-1329.2,-238.75,466.06,4.55,-5.84185,-6.11921,44912.64
85.7,-2960174.5,4025953.03,4022107.14,-1328.74,-239.33,465.45,4.55,-5.84186,-6.11852,44988.07
85.8,-2960307.3,4025929,4022153.6,-1328.29,-239.92,464.83,4.55,-5.84187,-6.11783,45063.4
85.9,-2960440.06,4025904.93,4022199.99,-1327.83,-240.5,464.22,4.54,-5.84188,-6.11715,45138.64
86,-2960572.78,4025880.79,4022246.32,-1327.38,-241.08,463.61,4.54,-5.84188,-6.11648,45213.79
86.1,-2960705.45,4025856.59,4022292.59,-1326.93,-241.67,463,4.54,-5.84189,-6.11581,45288.84
86.2,-2960838.07,4025832.34,4022338.8,-1326.47,-242.25,462.39,4.54,-5.84189,-6.11515,45363.8
86.3,-2960970.65,4025808.02,4022384.94,-1326.02,-242.84,461.78,4.54,-5.84189,-6.1145,45438.67
86.4,-2961103.19,4025783.65,4022431.03,-1325.56,-243.42,461.17,4.54,-5.84189,-6.11386,45513.44
86.5,-2961235.67,4025759.22,4022477.05,-1325.11,-244,460.55,4.54,-5.84189,-6.11322,45588.12
86.6,-2961368.12,4025734.74,4022523.02,-1324.66,-244.59,459.94,4.53,-5.84189,-6.11259,45662.7
86.7,-2961500.52,4025710.19,4022568.92,-1324.2,-245.17,459.33,4.53,-5.84188,-6.11196,45737.19
86.8,-2961632.87,4025685.58,4022614.76,-1323.75,-245.76,458.72,4.53,-5.84187,-6.11134,45811.59
86.9,-2961765.18,4025660.92,4022660.54,-1323.3,-246.34,458.11,4.53,-5.84187,-6.11073,45885.89
87,-2961897.44,4025636.2,4022706.26,-1322.85,-246.93,457.5,4.53,-5.84186,-6.11012,45960.1
87.1,-2962029.65,4025611.42,4022751.92,-1322.39,-247.51,456.89,4.53,-5.84185,-6.10952,46034.22
87.2,-2962161.83,4025586.58,4022797.52,-1321.94,-248.09,456.28,4.53,-5.84184,-6.10893,46108.24
87.3,-2962293.95,4025561.68,4022843.05,-1321.49,-248.68,455.67,4.53,-5.84182,-6.10834,46182.17
87.4,-2962426.03,4025536.73,4022888.53,-1321.04,-249.26,455.06,4.52,-5.84181,-6.10776,46256.01
87.5,-2962558.07,4025511.71,4022933.94,-1320.58,-249.85,454.44,4.52,-5.84179,-6.10718,46329.75
87.6,-2962690.06,4025486.64,4022979.29,-1320.13,-250.43,453.83,4.52,-5.84178,-6.10661,46403.4
87.7,-2962822,4025461.51,4023024.59,-1319.68,-251.02,453.22,4.52,-5.84176,-6.10604,46476.96
87.8,-2962953.9,4025436.32,4023069.82,-1319.23,-251.6,452.61,4.52,-5.84174,-6.10548,46550.42
87.9,-2963085.76,4025411.07,4023114.99,-1318.78,-252.18,452,4.52,-5.84172,-6.10493,46623.79
88,-2963217.57,4025385.77,4023160.09,-1318.32,-252.77,451.39,4.52,-5.8417,-6.10438,46697.06
88.1,-2963349.33,4025360.4,4023205.14,-1317.87,-253.35,450.78,4.52,-5.84167,-6.10384,46770.24
88.2,-2963481.05,4025334.98,4023250.13,-1317.42,-253.94,450.17,4.51,-5.84165,-6.1033,46843.33
88.3,-2963612.73,4025309.5,4023295.05,-1316.97,-254.52,449.56,4.51,-5.84162,-6.10276,46916.33
88.4,-2963744.36,4025283.96,4023339.92,-1316.52,-255.1,448.95,4.51,-5.8416,-6.10224,46989.23
88.5,-2963875.94,4025258.36,4023384.72,-1316.07,-255.69,448.34,4.51,-5.84157,-6.10171,47062.03
88.6,-2964007.48,4025232.71,4023429.46,-1315.62,-256.27,447.73,4.51,-5.84154,-6.1012,47134.75
88.7,-2964138.97,4025206.99,4023474.15,-1315.16,-256.86,447.12,4.51,-5.84151,-6.10068,47207.37
88.8,-2964270.42,4025181.22,4023518.77,-1314.71,-257.44,446.51,4.51,-5.84148,-6.10018,47279.9
88.9,-2964401.83,4025155.39,4023563.33,-1314.26,-258.03,445.9,4.51,-5.84144,-6.09967,47352.33
89,-2964533.18,4025129.5,4023607.82,-1313.81,-258.61,445.29,4.51,-5.84141,-6.09917,47424.67
89.1,-2964664.5,4025103.55,4023652.26,-1313.36,-259.19,444.68,4.51,-5.84137,-6.09868,47496.92
89.2,-2964795.77,4025077.54,4023696.64,-1312.91,-259.78,444.07,4.5,-5.84134,-6.09819,47569.07
89.3,-2964926.99,4025051.47,4023740.95,-1312.46,-260.36,443.46,4.5,-5.8413,-6.09771,47641.13
89.4,-2965058.17,4025025.35,4023785.21,-1312.01,-260.95,442.85,4.5,-5.84126,-6.09723,47713.1
89.5,-2965189.3,4024999.17,4023829.4,-1311.56,-261.53,442.24,4.5,-5.84122,-6.09675,47784.97
89.6,-2965320.39,4024972.93,4023873.54,-1311.11,-262.11,441.63,4.5,-5.84118,-6.09628,47856.75
89.7,-2965451.43,4024946.63,4023917.61,-1310.66,-262.7,441.02,4.5,-5.84114,-6.09582,47928.44
89.8,-2965582.43,4024920.27,4023961.62,-1310.21,-263.28,440.41,4.5,-5.8411,-6.09536,48000.03
89.9,-2965713.39,4024893.86,4024005.57,-1309.76,-263.87,439.8,4.5,-5.84105,-6.0949,48071.53
90,-2965844.3,4024867.38,4024049.46,-1309.31,-264.45,439.19,4.5,-5.84101,-6.09444,48142.94
90.1,-2965975.16,4024840.85,4024093.28,-1308.86,-265.03,438.58,4.5,-5.84096,-6.094,48214.25
90.2,-2966105.98,4024814.26,4024137.05,-1308.41,-265.62,437.97,4.49,-5.84092,-6.09355,48285.47
90.3,-2966236.75,4024787.61,4024180.76,-1307.96,-266.2,437.37,4.49,-5.84087,-6.09311,48356.6
90.4,-2966367.48,4024760.9,4024224.4,-1307.51,-266.79,436.76,4.49,-5.84082,-6.09267,48427.63
90.5,-2966498.17,4024734.13,4024267.99,-1307.06,-267.37,436.15,4.49,-5.84077,-6.09224,48498.57
90.6,-2966628.8,4024707.31,4024311.51,-1306.62,-267.95,435.54,4.49,-5.84072,-6.09181,48569.42
90.7,-2966759.4,4024680.43,4024354.97,-1306.17,-268.54,434.93,4.49,-5.84067,-6.09139,48640.17
90.8,-2966889.95,4024653.48,4024398.37,-1305.72,-269.12,434.32,4.49,-5.84062,-6.09096,48710.83
90.9,-2967020.45,4024626.48,4024441.72,-1305.27,-269.71,433.71,4.49,-5.84056,-6.09055,48781.4
91,-2967150.91,4024599.43,4024484.99,-1304.82,-270.29,433.1,4.49,-5.84051,-6.09013,48851.87
91.1,-2967281.33,4024572.31,4024528.21,-1304.37,-270.88,432.49,4.49,-5.84045,-6.08972,48922.25
91.2,-2967411.7,4024545.13,4024571.37,-1303.92,-271.46,431.88,4.49,-5.8404,-6.08931,48992.54
91.3,-2967542.02,4024517.9,4024614.47,-1303.47,-272.04,431.27,4.49,-5.84034,-6.08891,49062.73
91.4,-2967672.3,4024490.61,4024657.5,-1303.02,-272.63,430.67,4.49,-5.84028,-6.08851,49132.83
91.5,-2967802.54,4024463.26,4024700.48,-1302.58,-273.21,430.06,4.48,-5.84022,-6.08812,49202.84
91.6,-2967932.73,4024435.85,4024743.39,-1302.13,-273.8,429.45,4.48,-5.84016,-6.08772,49272.76
91.7,-2968062.87,4024408.38,4024786.25,-1301.68,-274.38,428.84,4.48,-5.8401,-6.08733,49342.58
91.8,-2968192.97,4024380.86,4024829.04,-1301.23,-274.96,428.23,4.48,-5.84004,-6.08695,49412.3
91.9,-2968323.03,4024353.27,4024871.77,-1300.78,-275.55,427.62,4.48,-5.83998,-6.08657,49481.94
92,-2968453.04,4024325.63,4024914.44,-1300.34,-276.13,427.01,4.48,-5.83992,-6.08619,49551.48
92.1,-2968583.01,4024297.93,4024957.05,-1299.89,-276.72,426.41,4.48,-5.83985,-6.08581,49620.93
92.2,-2968712.93,4024270.17,4024999.6,-1299.44,-277.3,425.8,4.48,-5.83979,-6.08544,49690.28
92.3,-2968842.8,4024242.35,4025042.09,-1298.99,-277.88,425.19,4.48,-5.83972,-6.08507,49759.54
92.4,-2968972.64,4024214.48,4025084.52,-1298.54,-278.47,424.58,4.48,-5.83966,-6.0847,49828.71
92.5,-2969102.42,4024186.54,4025126.89,-1298.1,-279.05,423.97,4.48,-5.83959,-6.08434,49897.79
92.6,-2969232.17,4024158.55,4025169.19,-1297.65,-279.64,423.36,4.48,-5.83952,-6.08398,49966.77
92.7,-2969361.86,4024130.5,4025211.44,-1297.2,-280.22,422.75,4.48,-5.83945,-6.08362,50035.66
92.8,-2969491.52,4024102.39,4025253.62,-1296.75,-280.8,422.15,4.48,-5.83939,-6.08326,50104.45
92.9,-2969621.13,4024074.22,4025295.74,-1296.31,-281.39,421.54,4.47,-5.83932,-6.08291,50173.16
93,-2969750.69,4024046,4025337.81,-1295.86,-281.97,420.93,4.47,-5.83924,-6.08256,50241.77
93.1,-2969880.21,4024017.71,4025379.81,-1295.41,-282.55,420.32,4.47,-5.83917,-6.08222,50310.28
93.2,-2970009.68,4023989.37,4025421.75,-1294.96,-283.14,419.71,4.47,-5.8391,-6.08188,50378.7
93.3,-2970139.11,4023960.97,4025463.63,-1294.52,-283.72,419.1,4.47,-5.83903,-6.08154,50447.03
93.4,-2970268.5,4023932.51,4025505.45,-1294.07,-284.31,418.5,4.47,-5.83895,-6.0812,50515.27
93.5,-2970397.83,4023903.99,4025547.21,-1293.62,-284.89,417.89,4.47,-5.83888,-6.08086,50583.41
93.6,-2970527.13,4023875.41,4025588.9,-1293.18,-285.47,417.28,4.47,-5.83881,-6.08053,50651.46
93.7,-2970656.38,4023846.78,4025630.54,-1292.73,-286.06,416.67,4.47,-5.83873,-6.0802,50719.42
93.8,-2970785.59,4023818.08,4025672.12,-1292.28,-286.64,416.06,4.47,-5.83865,-6.07987,50787.29
93.9,-2970914.75,4023789.33,4025713.63,-1291.83,-287.23,415.46,4.47,-5.83858,-6.07955,50855.06
94,-2971043.86,4023760.52,4025755.09,-1291.39,-287.81,414.85,4.47,-5.8385,-6.07923,50922.74
94.1,-2971172.94,4023731.65,4025796.48,-1290.94,-288.39,414.24,4.47,-5.83842,-6.07891,50990.32
94.2,-2971301.96,4023702.73,4025837.81,-1290.49,-288.98,413.63,4.47,-5.83834,-6.07859,51057.81
94.3,-2971430.95,4023673.74,4025879.09,-1290.05,-289.56,413.03,4.47,-5.83826,-6.07828,51125.21
94.4,-2971559.88,4023644.7,4025920.3,-1289.6,-290.15,412.42,4.47,-5.83818,-6.07797,51192.52
94.5,-2971688.78,4023615.6,4025961.45,-1289.15,-290.73,411.81,4.47,-5.8381,-6.07766,51259.73
94.6,-2971817.62,4023586.43,4026002.54,-1288.71,-291.31,411.2,4.46,-5.83802,-6.07735,51326.85
94.7,-2971946.43,4023557.22,4026043.57,-1288.26,-291.9,410.59,4.46,-5.83794,-6.07705,51393.87
94.8,-2972075.19,4023527.94,4026084.53,-1287.82,-292.48,409.99,4.46,-5.83786,-6.07674,51460.81
94.9,-2972203.9,4023498.6,4026125.44,-1287.37,-293.06,409.38,4.46,-5.83777,-6.07644,51527.65
95,-2972332.57,4023469.21,4026166.29,-1286.92,-293.65,408.77,4.46,-5.83769,-6.07615,51594.39
95.1,-2972461.2,4023439.76,4026207.08,-1286.48,-294.23,408.16,4.46,-5.8376,-6.07585,51661.05
95.2,-2972589.78,4023410.25,4026247.8,-1286.03,-294.82,407.56,4.46,-5.83752,-6.07556,51727.61
95.3,-2972718.31,4023380.68,4026288.46,-1285.58,-295.4,406.95,4.46,-5.83743,-6.07527,51794.08
95.4,-2972846.81,4023351.05,4026329.07,-1285.14,-295.98,406.34,4.46,-5.83735,-6.07498,51860.45
95.5,-2972975.25,4023321.36,4026369.61,-1284.69,-296.57,405.73,4.46,-5.83726,-6.07469,51926.73
95.6,-2973103.66,4023291.62,4026410.09,-1284.25,-297.15,405.13,4.46,-5.83718,-6.07441,51992.92
95.7,-2973232.01,4023261.82,4026450.52,-1283.8,-297.73,404.52,4.46,-5.83709,-6.07413,52059.02
95.8,-2973360.33,4023231.96,4026490.88,-1283.35,-298.32,403.91,4.46,-5.837,-6.07385,52125.02
95.9,-2973488.59,4023202.04,4026531.18,-1282.91,-298.9,403.3,4.46,-5.83691,-6.07357,52190.93
96,-2973616.82,4023172.06,4026571.42,-1282.46,-299.48,402.7,4.46,-5.83682,-6.07329,52256.75
96.1,-2973745,4023142.02,4026611.59,-1282.02,-300.07,402.09,4.46,-5.83673,-6.07302,52322.47
96.2,-2973873.13,4023111.93,4026651.71,-1281.57,-300.65,401.48,4.46,-5.83664,-6.07274,52388.1
96.3,-2974001.22,4023081.78,4026691.77,-1281.13,-301.24,400.87,4.46,-5.83655,-6.07247,52453.64
96.4,-2974129.27,4023051.56,4026731.77,-1280.68,-301.82,400.27,4.46,-5.83646,-6.0722,52519.09
96.5,-2974257.27,4023021.3,4026771.7,-1280.23,-302.4,399.66,4.46,-5.83637,-6.07194,52584.44
96.6,-2974385.23,4022990.97,4026811.58,-1279.79,-302.99,399.05,4.46,-5.83628,-6.07167,52649.7
96.7,-2974513.14,4022960.58,4026851.39,-1279.34,-303.57,398.45,4.45,-5.83619,-6.07141,52714.86
96.8,-2974641.01,4022930.14,4026891.14,-1278.9,-304.15,397.84,4.45,-5.83609,-6.07115,52779.94
96.9,-2974768.83,4022899.63,4026930.84,-1278.45,-304.74,397.23,4.45,-5.836,-6.07089,52844.91
97,-2974896.61,4022869.07,4026970.47,-1278.01,-305.32,396.62,4.45,-5.83591,-6.07063,52909.8
97.1,-2975024.34,4022838.45,4027010.04,-1277.56,-305.9,396.02,4.45,-5.83581,-6.07038,52974.6
97.2,-2975152.03,4022807.77,4027049.55,-1277.12,-306.49,395.41,4.45,-5.83572,-6.07012,53039.3
97.3,-2975279.68,4022777.04,4027089,-1276.67,-307.07,394.8,4.45,-5.83562,-6.06987,53103.9
97.4,-2975407.28,4022746.24,4027128.39,-1276.23,-307.66,394.2,4.45,-5.83553,-6.06962,53168.42
97.5,-2975534.83,4022715.39,4027167.72,-1275.78,-308.24,393.59,4.45,-5.83543,-6.06937,53232.84
97.6,-2975662.34,4022684.48,4027206.99,-1275.34,-308.82,392.98,4.45,-5.83533,-6.06913,53297.17
97.7,-2975789.81,4022653.51,4027246.19,-1274.89,-309.41,392.38,4.45,-5.83524,-6.06888,53361.41
97.8,-2975917.23,4022622.48,4027285.34,-1274.45,-309.99,391.77,4.45,-5.83514,-6.06864,53425.55
97.9,-2976044.61,4022591.39,4027324.43,-1274,-310.57,391.16,4.45,-5.83504,-6.06839,53489.6
98,-2976171.94,4022560.25,4027363.45,-1273.56,-311.16,390.56,4.45,-5.83494,-6.06815,53553.56
98.1,-2976299.23,4022529.05,4027402.42,-1273.11,-311.74,389.95,4.45,-5.83485,-6.06791,53617.42
98.2,-2976426.48,4022497.78,4027441.32,-1272.67,-312.32,389.34,4.45,-5.83475,-6.06768,53681.19
98.3,-2976553.68,4022466.46,4027480.16,-1272.22,-312.91,388.74,4.45,-5.83465,-6.06744,53744.87
98.4,-2976680.83,4022435.09,4027518.95,-1271.78,-313.49,388.13,4.45,-5.83455,-6.06721,53808.46
98.5,-2976807.94,4022403.65,4027557.67,-1271.33,-314.07,387.52,4.45,-5.83445,-6.06697,53871.95
98.6,-2976935.01,4022372.16,4027596.33,-1270.89,-314.66,386.92,4.45,-5.83435,-6.06674,53935.35
98.7,-2977062.03,4022340.6,4027634.93,-1270.44,-315.24,386.31,4.45,-5.83425,-6.06651,53998.66
98.8,-2977189.01,4022308.99,4027673.47,-1270,-315.82,385.7,4.45,-5.83415,-6.06629,54061.87
98.9,-2977315.94,4022277.32,4027711.95,-1269.55,-316.41,385.1,4.45,-5.83404,-6.06606,54124.99
99,-2977442.83,4022245.59,4027750.37,-1269.11,-316.99,384.49,4.45,-5.83394,-6.06583,54188.02
99.1,-2977569.67,4022213.81,4027788.73,-1268.66,-317.57,383.88,4.45,-5.83384,-6.06561,54250.95
99.2,-2977696.47,4022181.96,4027827.02,-1268.22,-318.16,383.28,4.45,-5.83374,-6.06539,54313.8
