Time,X,Y,Z,Vx,Vy,Vz,dVel_X,dVel_Y,dVel_Z,Alt(m)
271.2,-3130086.71,3881823.8,4004501.93,-495.1,-1298.78,-648.02,5.31,-3.87326,-5.12991,25742.47
271.3,-3130136.14,3881693.86,4004437.05,-494.56,-1299.16,-648.53,5.32,-3.84626,-5.11607,25647.15
271.4,-3130185.51,3881563.89,4004372.12,-494.03,-1299.54,-649.05,5.33,-3.81888,-5.10201,25551.75
271.5,-3130234.84,3881433.88,4004307.14,-493.5,-1299.92,-649.55,5.34,-3.79111,-5.08775,25456.28
271.6,-3130284.1,3881303.83,4004242.11,-492.96,-1300.3,-650.06,5.35,-3.76293,-5.07327,25360.72
271.7,-3130333.32,3881173.74,4004177.03,-492.43,-1300.67,-650.57,5.36,-3.73436,-5.05858,25265.09
271.8,-3130382.48,3881043.62,4004111.89,-491.89,-1301.04,-651.07,5.37,-3.70537,-5.04367,25169.38
271.9,-3130431.59,3880913.46,4004046.71,-491.35,-1301.41,-651.57,5.38,-3.67597,-5.02854,25073.59
272,-3130480.65,3880783.27,4003981.48,-490.81,-1301.78,-652.08,5.39,-3.64615,-5.01319,24977.73
272.1,-3130529.65,3880653.03,4003916.2,-490.27,-1302.14,-652.58,5.4,-3.6159,-4.9976,24881.78
272.2,-3130578.59,3880522.77,4003850.86,-489.73,-1302.5,-653.07,5.41,-3.58522,-4.98179,24785.76
272.3,-3130627.48,3880392.46,4003785.48,-489.19,-1302.85,-653.57,5.42,-3.55409,-4.96574,24689.67
272.4,-3130676.32,3880262.13,4003720.05,-488.65,-1303.2,-654.07,5.43,-3.52253,-4.94945,24593.49
272.5,-3130725.11,3880131.75,4003654.57,-488.1,-1303.55,-654.56,5.44,-3.49051,-4.93292,24497.24
272.6,-3130773.83,3880001.35,4003589.04,-487.56,-1303.9,-655.05,5.45,-3.45803,-4.91614,24400.92
272.7,-3130822.51,3879870.9,4003523.46,-487.01,-1304.24,-655.54,5.46,-3.42509,-4.89912,24304.52
272.8,-3130871.13,3879740.43,4003457.83,-486.47,-1304.58,-656.03,5.48,-3.39168,-4.88184,24208.04
272.9,-3130919.69,3879609.92,4003392.16,-485.92,-1304.92,-656.51,5.49,-3.35779,-4.86431,24111.49
273,-3130968.2,3879479.38,4003326.43,-485.37,-1305.25,-657,5.5,-3.32342,-4.84652,24014.86
273.1,-3131016.65,3879348.81,4003260.66,-484.82,-1305.58,-657.48,5.51,-3.28855,-4.82846,23918.16
273.2,-3131065.05,3879218.2,4003194.84,-484.26,-1305.9,-657.96,5.52,-3.25319,-4.81014,23821.38
273.3,-3131113.4,3879087.56,4003128.97,-483.71,-1306.22,-658.44,5.54,-3.21733,-4.79154,23724.53
273.4,-3131161.68,3878956.89,4003063.06,-483.15,-1306.54,-658.92,5.55,-3.18095,-4.77267,23627.6
273.5,-3131209.92,3878826.19,4002997.09,-482.6,-1306.86,-659.39,5.56,-3.14405,-4.75352,23530.61
273.6,-3131258.09,3878695.46,4002931.08,-482.04,-1307.17,-659.87,5.57,-3.10663,-4.73409,23433.53
273.7,-3131306.21,3878564.69,4002865.03,-481.48,-1307.47,-660.34,5.59,-3.06868,-4.71438,23336.39
273.8,-3131354.28,3878433.9,4002798.92,-480.92,-1307.78,-660.81,5.6,-3.03018,-4.69437,23239.17
273.9,-3131402.29,3878303.08,4002732.77,-480.36,-1308.08,-661.28,5.61,-2.99114,-4.67406,23141.88
274,-3131450.24,3878172.23,4002666.57,-479.8,-1308.37,-661.74,5.63,-2.95154,-4.65346,23044.52
274.1,-3131498.13,3878041.35,4002600.33,-479.24,-1308.66,-662.21,5.64,-2.91138,-4.63255,22947.08
274.2,-3131545.97,3877910.44,4002534.04,-478.67,-1308.95,-662.67,5.65,-2.87065,-4.61134,22849.58
274.3,-3131593.75,3877779.5,4002467.7,-478.1,-1309.23,-663.13,5.67,-2.82934,-4.58981,22752
274.4,-3131641.48,3877648.53,4002401.32,-477.54,-1309.51,-663.58,5.68,-2.78745,-4.56797,22654.35
274.5,-3131689.15,3877517.54,4002334.9,-476.97,-1309.79,-664.04,5.7,-2.74496,-4.54581,22556.63
274.6,-3131736.76,3877386.52,4002268.43,-476.39,-1310.06,-664.49,5.71,-2.70187,-4.52332,22458.84
274.7,-3131784.31,3877255.48,4002201.91,-475.82,-1310.32,-664.94,5.72,-2.65816,-4.5005,22360.98
274.8,-3131831.81,3877124.41,4002135.35,-475.25,-1310.58,-665.39,5.74,-2.61384,-4.47735,22263.05
274.9,-3131879.25,3876993.31,4002068.74,-474.67,-1310.84,-665.83,5.75,-2.5689,-4.45385,22165.05
275,-3131926.63,3876862.19,4002002.09,-474.1,-1311.09,-666.28,5.77,-2.52331,-4.43002,22066.99
275.1,-3131973.95,3876731.04,4001935.4,-473.52,-1311.34,-666.72,5.78,-2.47709,-4.40583,21968.85
275.2,-3132021.21,3876599.87,4001868.66,-472.94,-1311.58,-667.15,5.8,-2.43021,-4.38129,21870.65
275.3,-3132068.42,3876468.68,4001801.88,-472.36,-1311.82,-667.59,5.82,-2.38266,-4.35639,21772.38
275.4,-3132115.57,3876337.46,4001735.06,-471.77,-1312.05,-668.02,5.83,-2.33445,-4.33113,21674.04
275.5,-3132162.66,3876206.22,4001668.19,-471.19,-1312.28,-668.45,5.85,-2.28556,-4.3055,21575.63
275.6,-3132209.69,3876074.96,4001601.28,-470.6,-1312.51,-668.88,5.86,-2.23598,-4.2795,21477.16
275.7,-3132256.66,3875943.67,4001534.33,-470.01,-1312.73,-669.31,5.88,-2.18571,-4.25312,21378.62
275.8,-3132303.57,3875812.37,4001467.33,-469.42,-1312.94,-669.73,5.9,-2.13473,-4.22635,21280.01
275.9,-3132350.43,3875681.04,4001400.3,-468.83,-1313.15,-670.15,5.91,-2.08303,-4.19919,21181.34
276,-3132397.22,3875549.7,4001333.22,-468.24,-1313.35,-670.57,5.93,-2.0306,-4.17164,21082.61
276.1,-3132443.96,3875418.33,4001266.1,-467.64,-1313.55,-670.98,5.95,-1.97744,-4.14369,20983.81
276.2,-3132490.63,3875286.95,4001198.94,-467.05,-1313.74,-671.39,5.97,-1.92354,-4.11534,20884.94
276.3,-3132537.25,3875155.55,4001131.74,-466.45,-1313.93,-671.8,5.98,-1.86888,-4.08657,20786.01
276.4,-3132583.8,3875024.13,4001064.5,-465.85,-1314.11,-672.21,6,-1.81346,-4.05739,20687.02
276.5,-3132630.3,3874892.69,4000997.22,-465.25,-1314.28,-672.61,6.02,-1.75727,-4.02779,20587.97
276.6,-3132676.73,3874761.24,4000929.9,-464.64,-1314.45,-673.01,6.04,-1.70029,-3.99775,20488.85
276.7,-3132723.1,3874629.77,4000862.54,-464.04,-1314.62,-673.41,6.06,-1.64251,-3.96729,20389.67
276.8,-3132769.42,3874498.28,4000795.14,-463.43,-1314.78,-673.8,6.08,-1.58393,-3.93638,20290.43
276.9,-3132815.67,3874366.78,4000727.7,-462.82,-1314.93,-674.19,6.1,-1.52454,-3.90503,20191.13
277,-3132861.86,3874235.27,4000660.22,-462.21,-1315.08,-674.58,6.11,-1.46432,-3.87323,20091.76
277.1,-3132907.99,3874103.74,4000592.71,-461.6,-1315.22,-674.96,6.13,-1.40327,-3.84098,19992.34
277.2,-3132954.05,3873972.2,4000525.16,-460.98,-1315.35,-675.34,6.15,-1.34111,-3.80812,19892.86
277.3,-3133000.06,3873840.64,4000457.56,-460.36,-1315.48,-675.72,6.18,-1.27498,-3.7732,19793.32
277.4,-3133046,3873709.08,4000389.94,-459.74,-1315.6,-676.09,6.2,-1.20787,-3.73775,19693.72
277.5,-3133091.88,3873577.5,4000322.27,-459.12,-1315.71,-676.46,6.22,-1.13977,-3.70175,19594.06
277.6,-3133137.7,3873445.91,4000254.57,-458.5,-1315.82,-676.83,6.24,-1.07067,-3.66521,19494.34
277.7,-3133183.46,3873314.31,4000186.83,-457.87,-1315.92,-677.19,6.26,-1.00055,-3.62811,19394.57
277.8,-3133229.15,3873182.71,4000119.06,-457.24,-1316.01,-677.55,6.29,-0.9294,-3.59045,19294.74
277.9,-3133274.78,3873051.09,4000051.25,-456.61,-1316.1,-677.91,6.31,-0.8572,-3.55221,19194.85
278,-3133320.35,3872919.47,3999983.41,-455.98,-1316.18,-678.26,6.33,-0.78394,-3.5134,19094.91
278.1,-3133365.85,3872787.84,3999915.53,-455.34,-1316.25,-678.61,6.36,-0.70961,-3.474,18994.92
278.2,-3133411.29,3872656.21,3999847.62,-454.7,-1316.31,-678.95,6.38,-0.63419,-3.434,18894.87
278.3,-3133456.66,3872524.57,3999779.67,-454.06,-1316.37,-679.29,6.4,-0.55768,-3.3934,18794.76
278.4,-3133501.97,3872392.93,3999711.69,-453.42,-1316.42,-679.62,6.43,-0.48004,-3.35219,18694.61
278.5,-3133547.22,3872261.28,3999643.68,-452.78,-1316.46,-679.95,6.45,-0.40127,-3.31036,18594.4
278.6,-3133592.4,3872129.63,3999575.64,-452.13,-1316.49,-680.28,6.48,-0.32136,-3.26789,18494.14
278.7,-3133637.51,3871997.98,3999507.56,-451.48,-1316.51,-680.6,6.5,-0.24028,-3.2248,18393.83
278.8,-3133682.56,3871866.32,3999439.45,-450.82,-1316.53,-680.92,6.53,-0.15803,-3.18105,18293.47
278.9,-3133727.55,3871734.67,3999371.31,-450.17,-1316.53,-681.24,6.56,-0.07459,-3.13665,18193.06
279,-3133772.47,3871603.02,3999303.14,-449.51,-1316.53,-681.54,6.58,0.01006,-3.09159,18092.59
279.1,-3133817.32,3871471.36,3999234.94,-448.85,-1316.52,-681.85,6.61,0.09593,-3.04585,17992.09
279.2,-3133862.1,3871339.71,3999166.71,-448.19,-1316.51,-682.15,6.64,0.18304,-2.99944,17891.53
279.3,-3133906.82,3871208.07,3999098.45,-447.52,-1316.48,-682.44,6.66,0.2714,-2.95233,17790.93
279.4,-3133951.47,3871076.43,3999030.17,-446.85,-1316.44,-682.74,6.69,0.36103,-2.90453,17690.28
279.5,-3133996.06,3870944.79,3998961.85,-446.18,-1316.4,-683.02,6.72,0.45194,-2.85602,17589.58
279.6,-3134040.57,3870813.16,3998893.5,-445.5,-1316.34,-683.3,6.75,0.54415,-2.80679,17488.84
279.7,-3134085.02,3870681.53,3998825.13,-444.83,-1316.28,-683.58,6.78,0.63769,-2.75683,17388.06
279.8,-3134129.4,3870549.91,3998756.73,-444.15,-1316.21,-683.85,6.81,0.73255,-2.70614,17287.23
279.9,-3134173.72,3870418.31,3998688.31,-443.46,-1316.12,-684.11,6.84,0.82876,-2.65471,17186.36
280,-3134217.96,3870286.71,3998619.86,-442.78,-1316.03,-684.37,6.86,0.92633,-2.60252,17085.45
280.1,-3134262.13,3870155.12,3998551.38,-442.09,-1315.93,-684.63,6.9,1.02529,-2.54956,16984.49
280.2,-3134306.24,3870023.54,3998482.88,-441.39,-1315.82,-684.88,6.93,1.12565,-2.49584,16883.5
280.3,-3134350.27,3869891.98,3998414.36,-440.7,-1315.69,-685.12,6.96,1.22741,-2.44133,16782.47
280.4,-3134394.24,3869760.43,3998345.81,-440,-1315.56,-685.36,6.99,1.33061,-2.38603,16681.39
280.5,-3134438.13,3869628.9,3998277.24,-439.3,-1315.42,-685.59,7.02,1.43526,-2.32992,16580.29
280.6,-3134481.96,3869497.38,3998208.65,-438.59,-1315.26,-685.82,7.05,1.54137,-2.27301,16479.14
280.7,-3134525.71,3869365.88,3998140.03,-437.88,-1315.1,-686.04,7.09,1.64896,-2.21527,16377.96
280.8,-3134569.39,3869234.39,3998071.4,-437.17,-1314.92,-686.26,7.12,1.75805,-2.1567,16276.74
280.9,-3134613,3869102.93,3998002.74,-436.46,-1314.73,-686.47,7.15,1.86865,-2.09729,16175.49
281,-3134656.54,3868971.49,3997934.06,-435.74,-1314.54,-686.67,7.19,1.98078,-2.03703,16074.2
281.1,-3134700.01,3868840.06,3997865.36,-435.02,-1314.33,-686.87,7.22,2.09446,-1.97591,15972.88
281.2,-3134743.4,3868708.67,3997796.65,-434.29,-1314.11,-687.06,7.25,2.20971,-1.91392,15871.54
281.3,-3134786.72,3868577.29,3997727.91,-433.56,-1313.87,-687.25,7.29,2.32653,-1.85105,15770.15
281.4,-3134829.96,3868445.94,3997659.16,-432.83,-1313.63,-687.42,7.32,2.44496,-1.78728,15668.75
281.5,-3134873.14,3868314.61,3997590.39,-432.09,-1313.37,-687.6,7.36,2.565,-1.72262,15567.31
281.6,-3134916.24,3868183.32,3997521.61,-431.35,-1313.1,-687.76,7.4,2.68667,-1.65705,15465.84
281.7,-3134959.26,3868052.05,3997452.81,-430.61,-1312.82,-687.92,7.43,2.80999,-1.59055,15364.35
281.8,-3135002.21,3867920.81,3997384,-429.86,-1312.53,-688.07,7.47,2.93498,-1.52313,15262.83
281.9,-3135045.08,3867789.6,3997315.17,-429.11,-1312.22,-688.22,7.51,3.06165,-1.45477,15161.28
282,-3135087.88,3867658.43,3997246.32,-428.36,-1311.9,-688.36,7.55,3.19001,-1.38545,15059.72
282.1,-3135130.6,3867527.29,3997177.47,-427.6,-1311.57,-688.49,7.58,3.3201,-1.31518,14958.13
282.2,-3135173.25,3867396.18,3997108.6,-426.84,-1311.23,-688.61,7.62,3.45191,-1.24393,14856.51
282.3,-3135215.82,3867265.11,3997039.72,-426.07,-1310.87,-688.73,7.66,3.58548,-1.17171,14754.88
282.4,-3135258.31,3867134.08,3996970.83,-425.3,-1310.5,-688.84,7.7,3.72081,-1.09849,14653.23
282.5,-3135300.72,3867003.09,3996901.93,-424.53,-1310.11,-688.94,7.74,3.85792,-1.02428,14551.56
282.6,-3135343.06,3866872.14,3996833.02,-423.75,-1309.71,-689.04,7.78,3.99683,-0.94905,14449.87
282.7,-3135385.32,3866741.23,3996764.11,-422.97,-1309.3,-689.13,7.82,4.13756,-0.87281,14348.17
282.8,-3135427.5,3866610.37,3996695.18,-422.18,-1308.87,-689.2,7.87,4.28011,-0.79554,14246.45
282.9,-3135469.59,3866479.55,3996626.25,-421.39,-1308.43,-689.28,7.91,4.42451,-0.71723,14144.72
283,-3135511.61,3866348.77,3996557.31,-420.59,-1307.97,-689.34,7.95,4.57077,-0.63787,14042.97
283.1,-3135553.55,3866218.05,3996488.37,-419.8,-1307.5,-689.4,7.99,4.71891,-0.55746,13941.21
283.2,-3135595.41,3866087.37,3996419.42,-418.99,-1307.01,-689.44,8.04,4.86894,-0.47597,13839.45
283.3,-3135637.19,3865956.74,3996350.47,-418.18,-1306.51,-689.48,8.08,5.02087,-0.39341,13737.67
283.4,-3135678.89,3865826.17,3996281.52,-417.37,-1305.99,-689.51,8.12,5.17473,-0.30977,13635.88
283.5,-3135720.5,3865695.65,3996212.57,-416.55,-1305.46,-689.54,8.17,5.33053,-0.22503,13534.09
283.6,-3135762.03,3865565.19,3996143.61,-415.73,-1304.91,-689.55,8.21,5.48827,-0.13919,13432.3
283.7,-3135803.48,3865434.78,3996074.66,-414.91,-1304.34,-689.56,8.26,5.64798,-0.05224,13330.5
283.8,-3135844.85,3865304.43,3996005.7,-414.08,-1303.76,-689.55,8.31,5.80967,0.03584,13228.7
283.9,-3135886.13,3865174.15,3995936.75,-413.24,-1303.17,-689.54,8.35,5.97335,0.12504,13126.89
284,-3135927.33,3865043.92,3995867.8,-412.4,-1302.55,-689.52,8.4,6.13904,0.21538,13025.09
284.1,-3135968.44,3864913.76,3995798.85,-411.56,-1301.92,-689.49,8.45,6.30674,0.30687,12923.28
284.2,-3136009.47,3864783.67,3995729.91,-410.71,-1301.27,-689.45,8.5,6.47647,0.39951,12821.48
284.3,-3136050.41,3864653.64,3995660.97,-409.85,-1300.61,-689.4,8.54,6.64825,0.49332,12719.69
284.4,-3136091.27,3864523.68,3995592.04,-408.99,-1299.93,-689.34,8.59,6.82208,0.58829,12617.9
284.5,-3136132.04,3864393.79,3995523.11,-408.13,-1299.23,-689.27,8.64,6.99798,0.68444,12516.11
284.6,-3136172.72,3864263.98,3995454.2,-407.26,-1298.51,-689.19,8.69,7.17595,0.78178,12414.34
284.7,-3136213.32,3864134.24,3995385.29,-406.39,-1297.77,-689.1,8.74,7.35601,0.8803,12312.57
284.8,-3136253.82,3864004.57,3995316.4,-405.51,-1297.02,-689.01,8.79,7.53817,0.98003,12210.82
284.9,-3136294.24,3863874.99,3995247.51,-404.62,-1296.25,-688.9,8.85,7.72243,1.08096,12109.08
285,-3136334.57,3863745.48,3995178.64,-403.73,-1295.46,-688.78,8.9,7.90881,1.1831,12007.35
285.1,-3136374.81,3863616.06,3995109.78,-402.84,-1294.65,-688.65,8.95,8.09731,1.28646,11905.64
285.2,-3136414.96,3863486.72,3995040.94,-401.94,-1293.82,-688.51,9,8.28794,1.39104,11803.95
285.3,-3136455.02,3863357.46,3994972.11,-401.03,-1292.97,-688.36,9.06,8.48071,1.49685,11702.27
285.4,-3136494.98,3863228.3,3994903.3,-400.12,-1292.1,-688.2,9.11,8.67563,1.60389,11600.62
285.5,-3136534.86,3863099.22,3994834.5,-399.2,-1291.22,-688.03,9.16,8.87269,1.71217,11498.99
285.6,-3136574.64,3862970.23,3994765.73,-398.28,-1290.31,-687.85,9.22,9.07192,1.82169,11397.38
285.7,-3136614.33,3862841.34,3994696.97,-397.35,-1289.38,-687.66,9.27,9.2733,1.93246,11295.8
285.8,-3136653.92,3862712.55,3994628.24,-396.42,-1288.43,-687.45,9.33,9.47685,2.04448,11194.24
285.9,-3136693.42,3862583.85,3994559.52,-395.48,-1287.46,-687.23,9.41,9.76403,2.20121,11092.72
286,-3136732.83,3862455.25,3994490.83,-394.53,-1286.46,-687,9.45,9.92569,2.29109,10991.22
286.1,-3136772.14,3862326.76,3994422.17,-393.58,-1285.46,-686.76,9.5,10.0879,2.38133,10889.76
286.2,-3136811.36,3862198.36,3994353.53,-392.63,-1284.43,-686.52,9.54,10.25064,2.47194,10788.33
286.3,-3136850.48,3862070.08,3994284.92,-391.67,-1283.39,-686.26,9.58,10.41388,2.56289,10686.94
286.4,-3136889.5,3861941.9,3994216.33,-390.71,-1282.33,-686,9.62,10.5776,2.65417,10585.58
286.5,-3136928.43,3861813.83,3994147.77,-389.74,-1281.26,-685.72,9.67,10.74179,2.74579,10484.25
286.6,-3136967.25,3861685.86,3994079.24,-388.77,-1280.17,-685.44,9.71,10.90642,2.83772,10382.97
286.7,-3137005.98,3861558.01,3994010.74,-387.8,-1279.06,-685.14,9.75,11.07147,2.92995,10281.73
286.8,-3137044.62,3861430.28,3993942.27,-386.82,-1277.94,-684.84,9.79,11.23693,3.02248,10180.53
286.9,-3137083.15,3861302.65,3993873.84,-385.84,-1276.8,-684.53,9.83,11.40276,3.11529,10079.37
287,-3137121.59,3861175.15,3993805.43,-384.85,-1275.64,-684.21,9.88,11.56895,3.20838,9978.25
287.1,-3137159.92,3861047.76,3993737.06,-383.86,-1274.46,-683.88,9.92,11.73588,3.30194,9877.18
287.2,-3137198.16,3860920.49,3993668.72,-382.86,-1273.27,-683.54,9.96,11.90472,3.39661,9776.16
287.3,-3137236.3,3860793.35,3993600.42,-381.86,-1272.07,-683.19,10,12.07405,3.49162,9675.19
287.4,-3137274.33,3860666.32,3993532.16,-380.85,-1270.84,-682.83,10.05,12.24385,3.58697,9574.26
287.5,-3137312.27,3860539.42,3993463.93,-379.85,-1269.6,-682.46,10.09,12.41411,3.68264,9473.39
287.6,-3137350.1,3860412.65,3993395.74,-378.83,-1268.34,-682.09,10.13,12.58481,3.77864,9372.57
287.7,-3137387.83,3860286.01,3993327.59,-377.82,-1267.07,-681.7,10.17,12.75594,3.87495,9271.81
287.8,-3137425.46,3860159.5,3993259.48,-376.79,-1265.77,-681.3,10.22,12.92748,3.97156,9171.09
287.9,-3137462.98,3860033.12,3993191.41,-375.77,-1264.46,-680.89,10.26,13.09941,4.06847,9070.44
288,-3137500.4,3859906.87,3993123.38,-374.74,-1263.14,-680.48,10.3,13.27172,4.16567,8969.85
288.1,-3137537.72,3859780.76,3993055.4,-373.7,-1261.79,-680.05,10.34,13.44439,4.26315,8869.31
288.2,-3137574.94,3859654.78,3992987.46,-372.67,-1260.43,-679.61,10.38,13.6174,4.36089,8768.84
288.3,-3137612.05,3859528.95,3992919.56,-371.62,-1259.05,-679.17,10.43,13.79074,4.4589,8668.42
